leg_id,origin,destination,connection,edge_mode,carrier_mode,carrier,inferred,mixed_edge_component,distance_miles,max_load_lb,speed_miles_per_day,travel_days,full_load_base_cost_gp,base_cost_gp_per_ton_mile
LEG-000357,Gheldaneth,Neldorild,Skuld to Gheldaneth trail,trail,trail,Mule train,False,False,68.478907,2400,13.3,5.15,16.48,0.201
LEG-000357,Gheldaneth,Neldorild,Skuld to Gheldaneth trail,trail,trail,Porter company,False,False,68.478907,1000,10.4,6.6,9.16,0.267
LEG-000358,Gheldaneth,Unthalass,Unthalass to Gheldaneth trail,trail,trail,Pack pony string,False,False,221.643087,1200,14.0,15.87,28.16,0.212
LEG-000358,Gheldaneth,Unthalass,Unthalass to Gheldaneth trail,trail,trail,Mule train,False,False,221.643087,2400,13.3,16.66,53.35,0.201
LEG-000358,Gheldaneth,Unthalass,Unthalass to Gheldaneth trail,trail,trail,Porter company,False,False,221.643087,1000,10.4,21.37,29.64,0.267
LEG-000359,Gildenglade,Nonthal,Alaghon through Turmish to Hlondeth,road,road,Ox freight wagon,False,False,46.697745,6000,14.7,3.18,16.22,0.116
LEG-000359,Gildenglade,Nonthal,Alaghon through Turmish to Hlondeth,road,road,Horse freight wagon,False,False,46.697745,4000,20.4,2.29,13.19,0.141
LEG-000359,Gildenglade,Nonthal,Alaghon through Turmish to Hlondeth,road,road,Mule cart,False,False,46.697745,2000,18.4,2.54,5.8,0.124
LEG-000360,Gildenglade,Xorhun,Alaghon through Turmish to Hlondeth,road,road,Ox freight wagon,False,False,148.387511,6000,14.7,10.1,51.53,0.116
LEG-000360,Gildenglade,Xorhun,Alaghon through Turmish to Hlondeth,road,road,Horse freight wagon,False,False,148.387511,4000,20.4,7.27,41.9,0.141
LEG-000360,Gildenglade,Xorhun,Alaghon through Turmish to Hlondeth,road,road,Mule cart,False,False,148.387511,2000,18.4,8.08,18.43,0.124
LEG-000361,Glarondar,Emmech,local market trail,trail,trail,Pack pony string,True,False,99.076132,1200,13.0,7.64,13.55,0.228
LEG-000361,Glarondar,Emmech,local market trail,trail,trail,Mule train,True,False,99.076132,2400,12.3,8.02,25.68,0.216
LEG-000361,Glarondar,Emmech,local market trail,trail,trail,Porter company,True,False,99.076132,1000,9.6,10.29,14.27,0.288
LEG-000362,Glarondar,Laothkund,local market trail,trail,trail,Pack pony string,True,False,112.837449,1200,13.0,8.7,15.44,0.228
LEG-000362,Glarondar,Laothkund,local market trail,trail,trail,Mule train,True,False,112.837449,2400,12.3,9.14,29.25,0.216
LEG-000362,Glarondar,Laothkund,local market trail,trail,trail,Porter company,True,False,112.837449,1000,9.6,11.71,16.25,0.288
LEG-000363,Glister,Delhalls,Ilinvur through Vaasa to Darmshall,trail,trail,Pack pony string,False,False,103.025452,1200,14.0,7.38,13.09,0.212
LEG-000363,Glister,Delhalls,Ilinvur through Vaasa to Darmshall,trail,trail,Mule train,False,False,103.025452,2400,13.3,7.75,24.8,0.201
LEG-000363,Glister,Delhalls,Ilinvur through Vaasa to Darmshall,trail,trail,Porter company,False,False,103.025452,1000,10.4,9.93,13.78,0.267
LEG-000364,Glister,Hulburg,Melvaunt to Glister trail,trail,trail,Pack pony string,False,False,66.457156,1200,14.0,4.76,8.44,0.212
LEG-000364,Glister,Hulburg,Melvaunt to Glister trail,trail,trail,Mule train,False,False,66.457156,2400,13.3,5.0,16.0,0.201
LEG-000364,Glister,Hulburg,Melvaunt to Glister trail,trail,trail,Porter company,False,False,66.457156,1000,10.4,6.41,8.89,0.267
LEG-000365,Glister,Ilinvur,Ilinvur through Vaasa to Darmshall,trail,trail,Pack pony string,False,False,168.115247,1200,14.0,12.04,21.36,0.212
LEG-000365,Glister,Ilinvur,Ilinvur through Vaasa to Darmshall,trail,trail,Mule train,False,False,168.115247,2400,13.3,12.64,40.46,0.201
LEG-000365,Glister,Ilinvur,Ilinvur through Vaasa to Darmshall,trail,trail,Porter company,False,False,168.115247,1000,10.4,16.21,22.48,0.267
LEG-000366,Goldenfields,Amphail,Long Road: Mirabar to Waterdeep,road,road,Ox freight wagon,False,False,51.264303,6000,14.7,3.49,17.8,0.116
LEG-000366,Goldenfields,Amphail,Long Road: Mirabar to Waterdeep,road,road,Horse freight wagon,False,False,51.264303,4000,20.4,2.51,14.47,0.141
LEG-000366,Goldenfields,Amphail,Long Road: Mirabar to Waterdeep,road,road,Mule cart,False,False,51.264303,2000,18.4,2.79,6.37,0.124
LEG-000367,Goldenfields,Daggerford,caravan track,track,track,Camel caravan,True,False,135.98533,3000,14.5,9.38,45.63,0.224
LEG-000367,Goldenfields,Daggerford,caravan track,track,track,Mule caravan,True,False,135.98533,2400,12.6,10.79,40.56,0.249
LEG-000367,Goldenfields,Daggerford,caravan track,track,track,Ox caravan,True,False,135.98533,5000,8.8,15.42,69.29,0.204
LEG-000368,Goldenfields,Red Larch,Long Road: Mirabar to Waterdeep,road,road,Ox freight wagon,False,False,52.719778,6000,14.7,3.59,18.31,0.116
LEG-000368,Goldenfields,Red Larch,Long Road: Mirabar to Waterdeep,road,road,Horse freight wagon,False,False,52.719778,4000,20.4,2.58,14.89,0.141
LEG-000368,Goldenfields,Red Larch,Long Road: Mirabar to Waterdeep,road,road,Mule cart,False,False,52.719778,2000,18.4,2.87,6.55,0.124
LEG-000369,Goldenfields,Secomber,Red Larch and Goldenfields branch toward Secomber,trail,trail,Pack pony string,False,False,198.928872,1200,14.0,14.24,25.27,0.212
LEG-000369,Goldenfields,Secomber,Red Larch and Goldenfields branch toward Secomber,trail,trail,Mule train,False,False,198.928872,2400,13.3,14.96,47.88,0.201
LEG-000369,Goldenfields,Secomber,Red Larch and Goldenfields branch toward Secomber,trail,trail,Porter company,False,False,198.928872,1000,10.4,19.18,26.6,0.267
LEG-000370,Goldenfields,Stone Bridge,Red Larch and Goldenfields branch toward Secomber,trail,trail,Pack pony string,False,False,87.175444,1200,14.0,6.24,11.07,0.212
LEG-000370,Goldenfields,Stone Bridge,Red Larch and Goldenfields branch toward Secomber,trail,trail,Mule train,False,False,87.175444,2400,13.3,6.55,20.98,0.201
LEG-000370,Goldenfields,Stone Bridge,Red Larch and Goldenfields branch toward Secomber,trail,trail,Porter company,False,False,87.175444,1000,10.4,8.4,11.66,0.267
LEG-000371,Goldenfields,Triboar,caravan track,track,track,Camel caravan,True,False,88.940992,3000,17.6,5.05,24.58,0.184
LEG-000371,Goldenfields,Triboar,caravan track,track,track,Mule caravan,True,False,88.940992,2400,15.3,5.81,21.85,0.205
LEG-000371,Goldenfields,Triboar,caravan track,track,track,Ox caravan,True,False,88.940992,5000,10.7,8.3,37.32,0.168
LEG-000372,Goldenfields,Waterdeep,caravan track,track,track,Camel caravan,True,False,90.226825,3000,14.5,6.23,30.28,0.224
LEG-000372,Goldenfields,Waterdeep,caravan track,track,track,Mule caravan,True,False,90.226825,2400,12.6,7.16,26.91,0.249
LEG-000372,Goldenfields,Waterdeep,caravan track,track,track,Ox caravan,True,False,90.226825,5000,8.8,10.23,45.98,0.204
LEG-000373,Goldenfields,Yartar,caravan track,track,track,Camel caravan,True,False,131.396233,3000,17.6,7.47,36.31,0.184
LEG-000373,Goldenfields,Yartar,caravan track,track,track,Mule caravan,True,False,131.396233,2400,15.3,8.59,32.28,0.205
LEG-000373,Goldenfields,Yartar,caravan track,track,track,Ox caravan,True,False,131.396233,5000,10.7,12.27,55.14,0.168
LEG-000374,Good Mead,Bryn Shander,caravan track,track,track,Camel caravan,True,False,28.651352,3000,14.5,1.98,9.61,0.224
LEG-000374,Good Mead,Bryn Shander,caravan track,track,track,Mule caravan,True,False,28.651352,2400,12.6,2.27,8.55,0.249
LEG-000374,Good Mead,Bryn Shander,caravan track,track,track,Ox caravan,True,False,28.651352,5000,8.8,3.25,14.6,0.204
LEG-000375,Good Mead,Easthaven,The Ten Towns Track,trail,trail,Pack pony string,False,False,17.426991,1200,14.0,1.25,2.21,0.212
LEG-000375,Good Mead,Easthaven,The Ten Towns Track,trail,trail,Mule train,False,False,17.426991,2400,13.3,1.31,4.19,0.201
LEG-000375,Good Mead,Easthaven,The Ten Towns Track,trail,trail,Porter company,False,False,17.426991,1000,10.4,1.68,2.33,0.267
LEG-000376,Good Mead,Targos,caravan track,track,track,Camel caravan,True,False,47.401688,3000,14.5,3.27,15.91,0.224
LEG-000376,Good Mead,Targos,caravan track,track,track,Mule caravan,True,False,47.401688,2400,12.6,3.76,14.14,0.249
LEG-000376,Good Mead,Targos,caravan track,track,track,Ox caravan,True,False,47.401688,5000,8.8,5.37,24.15,0.204
LEG-000377,Good Mead,Termalaine,caravan track,track,track,Camel caravan,True,False,48.893762,3000,14.5,3.37,16.41,0.224
LEG-000377,Good Mead,Termalaine,caravan track,track,track,Mule caravan,True,False,48.893762,2400,12.6,3.88,14.58,0.249
LEG-000377,Good Mead,Termalaine,caravan track,track,track,Ox caravan,True,False,48.893762,5000,8.8,5.54,24.91,0.204
LEG-000378,Gracklstugh,Blingdenstone,Underdark passage,tunnel,tunnel,Rothe caravan,True,False,22.662965,4000,8.4,2.71,10.33,0.228
LEG-000378,Gracklstugh,Blingdenstone,Underdark passage,tunnel,tunnel,Deep mule train,True,False,22.662965,1800,10.2,2.22,5.47,0.268
LEG-000378,Gracklstugh,Blingdenstone,Underdark passage,tunnel,tunnel,Porter company,True,False,22.662965,900,8.2,2.78,3.28,0.322
LEG-000379,Gracklstugh,Mantol-Derith,Underdark passage,tunnel,tunnel,Rothe caravan,True,False,35.088602,4000,8.4,4.2,16.0,0.228
LEG-000379,Gracklstugh,Mantol-Derith,Underdark passage,tunnel,tunnel,Deep mule train,True,False,35.088602,1800,10.2,3.44,8.47,0.268
LEG-000379,Gracklstugh,Mantol-Derith,Underdark passage,tunnel,tunnel,Porter company,True,False,35.088602,900,8.2,4.3,5.08,0.322
LEG-000380,Gracklstugh,Menzoberranzan,Underdark passage,tunnel,tunnel,Rothe caravan,True,False,8.0,4000,8.4,0.96,3.65,0.228
LEG-000380,Gracklstugh,Menzoberranzan,Underdark passage,tunnel,tunnel,Deep mule train,True,False,8.0,1800,10.2,0.78,1.93,0.268
LEG-000380,Gracklstugh,Menzoberranzan,Underdark passage,tunnel,tunnel,Porter company,True,False,8.0,900,8.2,0.98,1.16,0.322
LEG-000381,Gracklstugh,Mirabar,Mirabar Underway,tunnel+trail,tunnel,Rothe caravan,True,True,219.117799,4000,3.9,55.67,212.33,0.484
LEG-000381,Gracklstugh,Mirabar,Mirabar Underway,tunnel+trail,tunnel,Deep mule train,True,True,219.117799,1800,4.8,45.65,112.41,0.57
LEG-000381,Gracklstugh,Mirabar,Mirabar Underway,tunnel+trail,tunnel,Porter company,True,True,219.117799,900,3.8,57.06,67.44,0.684
LEG-000381,Gracklstugh,Mirabar,Mirabar Underway,tunnel+trail,trail,Pack pony string,True,True,219.117799,1200,8.0,27.46,48.71,0.37
LEG-000381,Gracklstugh,Mirabar,Mirabar Underway,tunnel+trail,trail,Mule train,True,True,219.117799,2400,7.6,28.83,92.29,0.351
LEG-000381,Gracklstugh,Mirabar,Mirabar Underway,tunnel+trail,trail,Porter company,True,True,219.117799,1000,5.9,36.96,51.27,0.468
LEG-000382,Grandfather Tree,Everlund,Evermoor Way: Triboar to Everlund,road,road,Ox freight wagon,False,False,106.18953,6000,14.7,7.23,36.88,0.116
LEG-000382,Grandfather Tree,Everlund,Evermoor Way: Triboar to Everlund,road,road,Horse freight wagon,False,False,106.18953,4000,20.4,5.21,29.98,0.141
LEG-000382,Grandfather Tree,Everlund,Evermoor Way: Triboar to Everlund,road,road,Mule cart,False,False,106.18953,2000,18.4,5.78,13.19,0.124
LEG-000383,Grandfather Tree,Yartar,Evermoor Way: Triboar to Everlund,road,road,Ox freight wagon,False,False,238.69558,6000,14.7,16.25,82.9,0.116
LEG-000383,Grandfather Tree,Yartar,Evermoor Way: Triboar to Everlund,road,road,Horse freight wagon,False,False,238.69558,4000,20.4,11.7,67.4,0.141
LEG-000383,Grandfather Tree,Yartar,Evermoor Way: Triboar to Everlund,road,road,Mule cart,False,False,238.69558,2000,18.4,13.0,29.65,0.124
LEG-000384,Greenest,Berdusk,Uldoon Trail from Nashkel toward Greenest and Berdusk,trail,trail,Pack pony string,False,False,99.895237,1200,14.0,7.15,12.69,0.212
LEG-000384,Greenest,Berdusk,Uldoon Trail from Nashkel toward Greenest and Berdusk,trail,trail,Mule train,False,False,99.895237,2400,13.3,7.51,24.04,0.201
LEG-000384,Greenest,Berdusk,Uldoon Trail from Nashkel toward Greenest and Berdusk,trail,trail,Porter company,False,False,99.895237,1000,10.4,9.63,13.36,0.267
LEG-000385,Greenest,Durlag's Tower,Uldoon Trail from Nashkel toward Greenest and Berdusk,trail,trail,Pack pony string,False,False,189.383508,1200,14.0,13.56,24.06,0.212
LEG-000385,Greenest,Durlag's Tower,Uldoon Trail from Nashkel toward Greenest and Berdusk,trail,trail,Mule train,False,False,189.383508,2400,13.3,14.24,45.58,0.201
LEG-000385,Greenest,Durlag's Tower,Uldoon Trail from Nashkel toward Greenest and Berdusk,trail,trail,Porter company,False,False,189.383508,1000,10.4,18.26,25.32,0.267
LEG-000386,Greenest,Scornubel,Elturel southeast to Berdusk approach trail,trail,trail,Pack pony string,False,False,161.820282,1200,14.0,11.59,20.56,0.212
LEG-000386,Greenest,Scornubel,Elturel southeast to Berdusk approach trail,trail,trail,Mule train,False,False,161.820282,2400,13.3,12.17,38.95,0.201
LEG-000386,Greenest,Scornubel,Elturel southeast to Berdusk approach trail,trail,trail,Porter company,False,False,161.820282,1000,10.4,15.6,21.64,0.267
LEG-000387,Griffon's Nest,Nesmé,local market trail,trail,trail,Pack pony string,True,False,83.431709,1200,13.0,6.43,11.41,0.228
LEG-000387,Griffon's Nest,Nesmé,local market trail,trail,trail,Mule train,True,False,83.431709,2400,12.3,6.76,21.63,0.216
LEG-000387,Griffon's Nest,Nesmé,local market trail,trail,trail,Porter company,True,False,83.431709,1000,9.6,8.66,12.01,0.288
LEG-000388,Halagard,Delselar,Halruaa-Chult Coastal Run,sea,sea,Sword Coast Coasters,False,False,770.705164,100000,66.5,11.58,1426.91,0.037
LEG-000388,Halagard,Delselar,Halruaa-Chult Coastal Run,sea,sea,Merchant caravel,False,False,770.705164,180000,79.4,9.71,2378.18,0.034
LEG-000388,Halagard,Delselar,Halruaa-Chult Coastal Run,sea,sea,Deep-water galleon,False,False,770.705164,400000,71.8,10.73,4544.96,0.029
LEG-000389,Halagard,Halarahh,Halruaa-Chult Coastal Run,sea,sea,Sword Coast Coasters,False,False,97.166764,100000,66.5,1.46,179.9,0.037
LEG-000389,Halagard,Halarahh,Halruaa-Chult Coastal Run,sea,sea,Merchant caravel,False,False,97.166764,180000,79.4,1.22,299.83,0.034
LEG-000389,Halagard,Halarahh,Halruaa-Chult Coastal Run,sea,sea,Deep-water galleon,False,False,97.166764,400000,71.8,1.35,573.01,0.029
LEG-000390,Halagard,Urbreth,Sea of Swords coasting run,sea,sea,Coasting cog,False,False,649.492856,100000,60.2,10.79,1329.07,0.041
LEG-000390,Halagard,Urbreth,Sea of Swords coasting run,sea,sea,Merchant caravel,False,False,649.492856,180000,71.8,9.04,2215.11,0.038
LEG-000390,Halagard,Urbreth,Sea of Swords coasting run,sea,sea,Deep-water galleon,False,False,649.492856,400000,65.0,10.0,4233.33,0.033
LEG-000391,Halarahh,Halagard,Halruaa-Chult Coastal Run,sea,sea,Sword Coast Coasters,False,False,97.166764,100000,66.5,1.46,179.9,0.037
LEG-000391,Halarahh,Halagard,Halruaa-Chult Coastal Run,sea,sea,Merchant caravel,False,False,97.166764,180000,79.4,1.22,299.83,0.034
LEG-000391,Halarahh,Halagard,Halruaa-Chult Coastal Run,sea,sea,Deep-water galleon,False,False,97.166764,400000,71.8,1.35,573.01,0.029
LEG-000392,Halarahh,Innarlith,The Halruaan Skyroad,air,air,Gryphon flight,False,False,798.796345,600,110.0,7.26,87.42,0.365
LEG-000392,Halarahh,Innarlith,The Halruaan Skyroad,air,air,Hippogriff flight,False,False,798.796345,450,96.8,8.25,56.59,0.315
LEG-000392,Halarahh,Innarlith,The Halruaan Skyroad,air,air,Giant eagle flight,False,False,798.796345,300,129.8,6.15,49.69,0.415
LEG-000392,Halarahh,Innarlith,The Halruaan Skyroad,air,air,Pegasus courier,False,False,798.796345,200,145.2,5.5,41.41,0.518
LEG-000392,Halarahh,Innarlith,The Halruaan Skyroad,air,air,Halruaan skyship,False,False,798.796345,20000,90.2,8.86,2269.86,0.284
LEG-000393,Halarahh,Lantan,The Lantanna Skybridge,air,air,Gryphon flight,False,False,1570.978479,600,99.0,15.87,191.03,0.405
LEG-000393,Halarahh,Lantan,The Lantanna Skybridge,air,air,Hippogriff flight,False,False,1570.978479,450,87.1,18.03,123.67,0.35
LEG-000393,Halarahh,Lantan,The Lantanna Skybridge,air,air,Giant eagle flight,False,False,1570.978479,300,116.8,13.45,108.59,0.461
LEG-000393,Halarahh,Lantan,The Lantanna Skybridge,air,air,Pegasus courier,False,False,1570.978479,200,130.7,12.02,90.49,0.576
LEG-000393,Halarahh,Lantan,The Lantanna Skybridge,air,air,Halruaan skyship,False,False,1570.978479,20000,81.2,19.35,4960.1,0.316
LEG-000394,Halarahh,Mount Talath,local market trail,trail,trail,Pack pony string,True,False,155.476976,1200,13.0,11.99,21.27,0.228
LEG-000394,Halarahh,Mount Talath,local market trail,trail,trail,Mule train,True,False,155.476976,2400,12.3,12.59,40.3,0.216
LEG-000394,Halarahh,Mount Talath,local market trail,trail,trail,Porter company,True,False,155.476976,1000,9.6,16.14,22.39,0.288
LEG-000395,Halarahh,Winterkeep,The Halruaan Concordance,teleport,teleport,Licensed portal transfer,False,False,2711.581181,2000,4250.0,0.64,3062.49,1.129
LEG-000395,Halarahh,Winterkeep,The Halruaan Concordance,teleport,teleport,Priority circle transfer,False,False,2711.581181,500,4887.5,0.55,1033.59,1.525
LEG-000396,Hardcastle,Delzimmer,Torsh via Hardcastle to Delzimmer approach,trail,trail,Pack pony string,False,False,440.587642,1200,14.0,31.55,55.97,0.212
LEG-000396,Hardcastle,Delzimmer,Torsh via Hardcastle to Delzimmer approach,trail,trail,Mule train,False,False,440.587642,2400,13.3,33.13,106.04,0.201
LEG-000396,Hardcastle,Delzimmer,Torsh via Hardcastle to Delzimmer approach,trail,trail,Porter company,False,False,440.587642,1000,10.4,42.47,58.91,0.267
LEG-000397,Hardcastle,Torsch,Torsh via Hardcastle to Delzimmer approach,trail,trail,Pack pony string,False,False,255.95441,1200,14.0,18.33,32.51,0.212
LEG-000397,Hardcastle,Torsch,Torsh via Hardcastle to Delzimmer approach,trail,trail,Mule train,False,False,255.95441,2400,13.3,19.24,61.6,0.201
LEG-000397,Hardcastle,Torsch,Torsh via Hardcastle to Delzimmer approach,trail,trail,Porter company,False,False,255.95441,1000,10.4,24.67,34.22,0.267
LEG-000398,Hardcastle,Unthalass,Hardcastle branch to Unthalass via Road of Dust,trail,trail,Pack pony string,False,False,495.346142,1200,14.0,35.47,62.92,0.212
LEG-000398,Hardcastle,Unthalass,Hardcastle branch to Unthalass via Road of Dust,trail,trail,Mule train,False,False,495.346142,2400,13.3,37.24,119.22,0.201
LEG-000398,Hardcastle,Unthalass,Hardcastle branch to Unthalass via Road of Dust,trail,trail,Porter company,False,False,495.346142,1000,10.4,47.75,66.23,0.267
LEG-000399,Harrowdale,Harrowdale Town,Harrowdale to Scardale trail,trail,trail,Pack pony string,False,False,107.959825,1200,14.0,7.73,13.71,0.212
LEG-000399,Harrowdale,Harrowdale Town,Harrowdale to Scardale trail,trail,trail,Mule train,False,False,107.959825,2400,13.3,8.12,25.98,0.201
LEG-000399,Harrowdale,Harrowdale Town,Harrowdale to Scardale trail,trail,trail,Porter company,False,False,107.959825,1000,10.4,10.41,14.44,0.267
LEG-000400,Harrowdale,Scardale,Harrowdale to Scardale trail,trail,trail,Pack pony string,False,False,90.384539,1200,14.0,6.47,11.48,0.212
LEG-000400,Harrowdale,Scardale,Harrowdale to Scardale trail,trail,trail,Mule train,False,False,90.384539,2400,13.3,6.8,21.75,0.201
LEG-000400,Harrowdale,Scardale,Harrowdale to Scardale trail,trail,trail,Porter company,False,False,90.384539,1000,10.4,8.71,12.09,0.267
LEG-000401,Harrowdale Town,Ashabenford,Moonsea Ride junction via Essembra to Scardale,road,road,Ox freight wagon,False,False,212.113854,6000,14.7,14.44,73.67,0.116
LEG-000401,Harrowdale Town,Ashabenford,Moonsea Ride junction via Essembra to Scardale,road,road,Horse freight wagon,False,False,212.113854,4000,20.4,10.4,59.89,0.141
LEG-000401,Harrowdale Town,Ashabenford,Moonsea Ride junction via Essembra to Scardale,road,road,Mule cart,False,False,212.113854,2000,18.4,11.55,26.35,0.124
LEG-000402,Harrowdale Town,Elventree,Harrowdale to Scardale trail,trail,trail,Pack pony string,False,False,196.903241,1200,14.0,14.1,25.01,0.212
LEG-000402,Harrowdale Town,Elventree,Harrowdale to Scardale trail,trail,trail,Mule train,False,False,196.903241,2400,13.3,14.8,47.39,0.201
LEG-000402,Harrowdale Town,Elventree,Harrowdale to Scardale trail,trail,trail,Porter company,False,False,196.903241,1000,10.4,18.98,26.33,0.267
LEG-000403,Harrowdale Town,Essembra,caravan track,track,track,Camel caravan,True,False,98.164403,3000,17.6,5.58,27.13,0.184
LEG-000403,Harrowdale Town,Essembra,caravan track,track,track,Mule caravan,True,False,98.164403,2400,15.3,6.42,24.11,0.205
LEG-000403,Harrowdale Town,Essembra,caravan track,track,track,Ox caravan,True,False,98.164403,5000,10.7,9.17,41.19,0.168
LEG-000404,Harrowdale Town,Harrowdale,Harrowdale to Scardale trail,trail,trail,Pack pony string,False,False,107.959825,1200,14.0,7.73,13.71,0.212
LEG-000404,Harrowdale Town,Harrowdale,Harrowdale to Scardale trail,trail,trail,Mule train,False,False,107.959825,2400,13.3,8.12,25.98,0.201
LEG-000404,Harrowdale Town,Harrowdale,Harrowdale to Scardale trail,trail,trail,Porter company,False,False,107.959825,1000,10.4,10.41,14.44,0.267
LEG-000405,Harrowdale Town,Hillsfar,caravan track,track,track,Camel caravan,True,False,139.977212,3000,14.5,9.66,46.97,0.224
LEG-000405,Harrowdale Town,Hillsfar,caravan track,track,track,Mule caravan,True,False,139.977212,2400,12.6,11.11,41.75,0.249
LEG-000405,Harrowdale Town,Hillsfar,caravan track,track,track,Ox caravan,True,False,139.977212,5000,8.8,15.87,71.33,0.204
LEG-000406,Harrowdale Town,Mulmaster,The River Lis,river+sea,river,Keelboat,False,True,235.476453,30000,42.0,5.61,233.12,0.066
LEG-000406,Harrowdale Town,Mulmaster,The River Lis,river+sea,river,River barge,False,True,235.476453,80000,28.8,8.18,509.76,0.054
LEG-000406,Harrowdale Town,Mulmaster,The River Lis,river+sea,river,Shallow-draft wherry,False,True,235.476453,12000,47.2,4.99,107.24,0.076
LEG-000406,Harrowdale Town,Mulmaster,The River Lis,river+sea,sea,Coasting cog,False,True,235.476453,100000,63.4,3.72,457.77,0.039
LEG-000406,Harrowdale Town,Mulmaster,The River Lis,river+sea,sea,Merchant caravel,False,True,235.476453,180000,75.6,3.11,762.94,0.036
LEG-000406,Harrowdale Town,Mulmaster,The River Lis,river+sea,sea,Deep-water galleon,False,True,235.476453,400000,68.4,3.44,1458.07,0.031
LEG-000407,Harrowdale Town,Myth Drannor,The Dalelands Trail,trail,trail,Pack pony string,False,False,145.659226,1200,18.0,8.11,14.39,0.165
LEG-000407,Harrowdale Town,Myth Drannor,The Dalelands Trail,trail,trail,Mule train,False,False,145.659226,2400,17.1,8.52,27.27,0.156
LEG-000407,Harrowdale Town,Myth Drannor,The Dalelands Trail,trail,trail,Porter company,False,False,145.659226,1000,13.3,10.92,15.15,0.208
LEG-000408,Harrowdale Town,Ordulin,caravan track,track,track,Camel caravan,True,False,141.201735,3000,14.5,9.74,47.38,0.224
LEG-000408,Harrowdale Town,Ordulin,caravan track,track,track,Mule caravan,True,False,141.201735,2400,12.6,11.21,42.12,0.249
LEG-000408,Harrowdale Town,Ordulin,caravan track,track,track,Ox caravan,True,False,141.201735,5000,8.8,16.01,71.95,0.204
LEG-000409,Harrowdale Town,Selgaunt,Sea of Fallen Stars coasting run,sea,sea,Coasting cog,False,False,233.339452,100000,60.2,3.88,477.49,0.041
LEG-000409,Harrowdale Town,Selgaunt,Sea of Fallen Stars coasting run,sea,sea,Merchant caravel,False,False,233.339452,180000,71.8,3.25,795.81,0.038
LEG-000409,Harrowdale Town,Selgaunt,Sea of Fallen Stars coasting run,sea,sea,Deep-water galleon,False,False,233.339452,400000,65.0,3.59,1520.88,0.033
LEG-000410,Harrowdale Town,Tantras,The Inner Sea Run,sea,sea,Coasting cog,False,False,170.69461,100000,76.0,2.25,276.53,0.032
LEG-000410,Harrowdale Town,Tantras,The Inner Sea Run,sea,sea,Merchant caravel,False,False,170.69461,180000,90.7,1.88,460.88,0.03
LEG-000410,Harrowdale Town,Tantras,The Inner Sea Run,sea,sea,Deep-water galleon,False,False,170.69461,400000,82.1,2.08,880.78,0.026
LEG-000411,Harrowdale Town,Yhaunn,Sea of Fallen Stars coasting run,sea,sea,Coasting cog,False,False,144.886197,100000,60.2,2.41,296.48,0.041
LEG-000411,Harrowdale Town,Yhaunn,Sea of Fallen Stars coasting run,sea,sea,Merchant caravel,False,False,144.886197,180000,71.8,2.02,494.14,0.038
LEG-000411,Harrowdale Town,Yhaunn,Sea of Fallen Stars coasting run,sea,sea,Deep-water galleon,False,False,144.886197,400000,65.0,2.23,944.35,0.033
LEG-000412,Heliogabalus,Ironspur,Ironspur to Heliogabalus,trail,trail,Pack pony string,False,False,120.123956,1200,14.0,8.6,15.26,0.212
LEG-000412,Heliogabalus,Ironspur,Ironspur to Heliogabalus,trail,trail,Mule train,False,False,120.123956,2400,13.3,9.03,28.91,0.201
LEG-000412,Heliogabalus,Ironspur,Ironspur to Heliogabalus,trail,trail,Porter company,False,False,120.123956,1000,10.4,11.58,16.06,0.267
LEG-000413,Heliogabalus,Peltarch,Narfell Long Road from Impiltur junction to N'Jast,trail,trail,Pack pony string,False,False,348.237539,1200,14.0,24.94,44.24,0.212
LEG-000413,Heliogabalus,Peltarch,Narfell Long Road from Impiltur junction to N'Jast,trail,trail,Mule train,False,False,348.237539,2400,13.3,26.18,83.82,0.201
LEG-000413,Heliogabalus,Peltarch,Narfell Long Road from Impiltur junction to N'Jast,trail,trail,Porter company,False,False,348.237539,1000,10.4,33.57,46.56,0.267
LEG-000414,Heliogabalus,Praka,Trail's End to Ilmwatch road,road,road,Ox freight wagon,False,False,30.439276,6000,14.7,2.07,10.57,0.116
LEG-000414,Heliogabalus,Praka,Trail's End to Ilmwatch road,road,road,Horse freight wagon,False,False,30.439276,4000,20.4,1.49,8.59,0.141
LEG-000414,Heliogabalus,Praka,Trail's End to Ilmwatch road,road,road,Mule cart,False,False,30.439276,2000,18.4,1.66,3.78,0.124
LEG-000415,Heliogabalus,Trail's End,Valls to Praka trail,trail,trail,Pack pony string,False,False,17.790166,1200,14.0,1.27,2.26,0.212
LEG-000415,Heliogabalus,Trail's End,Valls to Praka trail,trail,trail,Mule train,False,False,17.790166,2400,13.3,1.34,4.28,0.201
LEG-000415,Heliogabalus,Trail's End,Valls to Praka trail,trail,trail,Porter company,False,False,17.790166,1000,10.4,1.71,2.38,0.267
LEG-000416,Hellgate Keep,Sundabar,local market trail,trail,trail,Pack pony string,True,False,99.796443,1200,13.0,7.7,13.65,0.228
LEG-000416,Hellgate Keep,Sundabar,local market trail,trail,trail,Mule train,True,False,99.796443,2400,12.3,8.08,25.87,0.216
LEG-000416,Hellgate Keep,Sundabar,local market trail,trail,trail,Porter company,True,False,99.796443,1000,9.6,10.36,14.37,0.288
