leg_id,origin_id,origin,destination_id,destination,connection,mode,mode_label,mixed_mode,inferred,distance_miles,quality,effective_speed_miles_per_day,travel_days,risk_premium,freight_gp_per_100_lb,freight_gp_per_2000_lb
LEG-000299,eltabbar,Eltabbar,delhumide,Delhumide,local market trail,trail,trail,False,True,92.419749,0.65,12.35,7.48338,0.312,1.455057,29.101131
LEG-000300,eltabbar,Eltabbar,phsant,Phsant,The Golden Way,road,road,False,False,420.489156,1.1,26.4,15.92762,0.24,2.844036,56.880715
LEG-000301,eltabbar,Eltabbar,pyarados,Pyarados,Eltabbar to Pyarados trail,trail,trail,False,False,154.438412,0.7,13.3,11.611911,0.312,2.257801,45.156027
LEG-000302,eltabbar,Eltabbar,tyraturos,Tyraturos,Eltabbar through Tyraturos to Bezantur,road,road,False,False,117.243907,0.85,20.4,5.74725,0.24,1.026229,20.524581
LEG-000303,eltabbar,Eltabbar,winterkeep,Winterkeep,The Winterkeep Circle,teleport,teleportation circle,False,False,754.653172,1.0,5000.0,0.150931,0.048,37.962073,759.241463
LEG-000304,elturel,Elturel,baldur_s_gate,Baldur's Gate,The Chionthar,river+barge,river and barge,True,False,210.779174,1.2,34.785882,6.059331,0.1365,0.706674,14.133481
LEG-000305,elturel,Elturel,berdusk,Berdusk,caravan track,track,wilderness track,False,True,165.013363,0.85,15.3,10.785187,0.147,1.937237,38.744749
LEG-000306,elturel,Elturel,boareskyr_bridge,Boareskyr Bridge,caravan track,track,wilderness track,False,True,113.488149,0.85,15.3,7.417526,0.336,1.551877,31.03754
LEG-000307,elturel,Elturel,scornubel,Scornubel,The Chionthar,river+barge,river and barge,True,False,86.619744,1.2,34.785882,2.490083,0.15015,0.293896,5.877916
LEG-000308,elturel,Elturel,soubar,Soubar,Boareskyr Bridge through Soubar and Triel to Scornubel,road,road,False,False,116.241611,0.85,20.4,5.698118,0.255,1.029764,20.595278
LEG-000309,elturel,Elturel,triel,Triel,Boareskyr Bridge through Soubar and Triel to Scornubel,road,road,False,False,63.196424,0.85,20.4,3.097864,0.21,0.539772,10.795436
LEG-000310,elventree,Elventree,harrowdale_town,Harrowdale Town,Harrowdale to Scardale trail,trail,trail,False,False,196.903241,0.7,13.3,14.804755,0.273,2.793044,55.860887
LEG-000311,elventree,Elventree,hillsfar,Hillsfar,Yulash to Hillsfar,road,road,False,False,47.90668,0.85,20.4,2.348367,0.24,0.419324,8.386487
LEG-000312,elventree,Elventree,myth_drannor,Myth Drannor,Tilverton via Ashabenford junction to Hillsfar,road,road,False,False,194.263731,0.85,20.4,9.522732,0.18,1.618103,32.362052
LEG-000313,elventree,Elventree,zhentil_keep,Zhentil Keep,Yulash to Hillsfar,road,road,False,False,139.832798,0.85,20.4,6.854549,0.3,1.283172,25.663431
LEG-000314,elversult,Elversult,ilipur,Ilipur,Proskur via Elversult and Teziir to Westgate,road,road,False,False,41.748054,0.85,20.4,2.046473,0.18,0.347737,6.954735
LEG-000315,elversult,Elversult,lheshayl,Lheshayl,Dragon Coast trail to Shining Plains road,trail,trail,False,False,410.131227,0.7,13.3,30.836934,0.234,5.639422,112.788431
LEG-000316,elversult,Elversult,marsember,Marsember,caravan track,track,wilderness track,False,True,144.871391,0.7,12.6,11.497729,0.252,2.254282,45.085633
LEG-000317,elversult,Elversult,priapurl,Priapurl,Proskur via Elversult and Teziir to Westgate,road,road,False,False,109.279843,0.85,20.4,5.356855,0.225,0.944949,18.898985
LEG-000318,elversult,Elversult,proskur,Proskur,The Chionthar Road,road,road,False,False,122.062029,1.15,27.6,4.422537,0.225,0.780136,15.602712
LEG-000319,elversult,Elversult,starmantle,Starmantle,Elversult to Starmantle trail,trail,trail,False,False,366.373846,0.7,13.3,27.546906,0.234,5.037745,100.754901
LEG-000320,elversult,Elversult,suzail,Suzail,caravan track,track,wilderness track,False,True,131.150639,0.7,12.6,10.408781,0.168,1.903858,38.077152
LEG-000321,elversult,Elversult,teziir,Teziir,The Chionthar Road,road,road,False,False,127.485834,1.15,27.6,4.619052,0.24,0.824778,16.495558
LEG-000322,emmech,Emmech,furthinghome,Furthinghome,local market trail,trail,trail,False,True,78.136867,0.65,12.35,6.326872,0.117,1.047347,20.946931
LEG-000323,emmech,Emmech,glarondar,Glarondar,local market trail,trail,trail,False,True,99.076132,0.65,12.35,8.022359,0.117,1.328016,26.56033
LEG-000324,escalant,Escalant,bezantur,Bezantur,local market trail,trail,trail,False,True,201.740849,0.65,12.35,16.335291,0.351,3.270623,65.412453
LEG-000325,escalant,Escalant,the_watchwall,The Watchwall,local market trail,trail,trail,False,True,75.344807,0.65,12.35,6.100794,0.351,1.22149,24.4298
LEG-000326,eshpurta,Eshpurta,berdusk,Berdusk,Iriaebor to Eshpurta trail,trail,trail,False,False,280.658088,0.7,13.3,21.102112,0.156,3.615197,72.303939
LEG-000327,eshpurta,Eshpurta,keczulla,Keczulla,Crimmor through Keczulla to Eshpurta,road,road,False,False,85.292176,0.85,20.4,4.180989,0.15,0.692372,13.847436
LEG-000328,esmeltaran,Esmeltaran,athkatla,Athkatla,caravan track,track,wilderness track,False,True,243.027262,0.85,15.3,15.884135,0.231,3.062058,61.241154
LEG-000329,esmeltaran,Esmeltaran,crimmor,Crimmor,caravan track,track,wilderness track,False,True,171.14935,0.85,15.3,11.186232,0.21,2.119634,42.392687
LEG-000330,esmeltaran,Esmeltaran,keczulla,Keczulla,Crimmor through Keczulla to Eshpurta,road,road,False,False,95.285326,0.85,20.4,4.670849,0.15,0.773493,15.469853
LEG-000331,esmeltaran,Esmeltaran,murann,Murann,caravan track,track,wilderness track,False,True,249.40012,0.85,15.3,16.300661,0.315,3.356779,67.135578
LEG-000332,esmeltaran,Esmeltaran,nashkel,Nashkel,caravan track,track,wilderness track,False,True,225.454297,0.85,15.3,14.735575,0.294,2.986023,59.720456
LEG-000333,esmeltaran,Esmeltaran,purskul,Purskul,The Amnian Coast Road,road,road,False,False,233.630734,1.1,26.4,8.849649,0.165,1.484617,29.692342
LEG-000334,esmeltaran,Esmeltaran,riatavin,Riatavin,The Amnian Coast Road,road,road,False,False,330.684653,1.1,26.4,12.525934,0.165,2.101351,42.027013
LEG-000335,esmeltaran,Esmeltaran,the_twin_towers,The Twin Towers,Crimmor through Keczulla to Eshpurta,road,road,False,False,242.741323,0.85,20.4,11.899084,0.15,1.970488,39.409768
LEG-000336,essembra,Essembra,ashabenford,Ashabenford,The Way of the Manticore,road,road,False,False,61.06446,1.0,24.0,2.544352,0.225,0.448824,8.976476
LEG-000337,essembra,Essembra,harrowdale_town,Harrowdale Town,caravan track,track,wilderness track,False,True,98.164403,0.85,15.3,6.415974,0.294,1.300136,26.002711
LEG-000338,essembra,Essembra,highmoon,Highmoon,The Way of the Manticore,road,road,False,False,170.896255,1.0,24.0,7.120677,0.21,1.240707,24.814136
LEG-000339,essembra,Essembra,hillsfar,Hillsfar,caravan track,track,wilderness track,False,True,143.164695,0.7,12.6,11.362277,0.336,2.377188,47.543768
LEG-000340,essembra,Essembra,myth_drannor,Myth Drannor,Tilverton via Ashabenford junction to Hillsfar,road,road,False,False,110.826616,0.85,20.4,5.432677,0.18,0.923121,18.46241
LEG-000341,essembra,Essembra,shadowdale,Shadowdale,caravan track,track,wilderness track,False,True,163.142055,0.85,15.3,10.662879,0.315,2.195796,43.915922
LEG-000342,evereska,Evereska,parnast,Parnast,caravan track,track,wilderness track,False,True,82.51212,0.7,12.6,6.548581,0.273,1.305471,26.109428
LEG-000343,everlund,Everlund,deadsnows,Deadsnows,caravan track,track,wilderness track,False,True,149.929217,0.85,15.3,9.799295,0.273,1.953507,39.070143
LEG-000344,everlund,Everlund,grandfather_tree,Grandfather Tree,Evermoor Way: Triboar to Everlund,road,road,False,False,106.18953,0.85,20.4,5.205369,0.09,0.817035,16.340695
LEG-000345,everlund,Everlund,jalanthar,Jalanthar,caravan track,track,wilderness track,False,True,157.852241,0.85,15.3,10.31714,0.273,2.05674,41.134808
LEG-000346,everlund,Everlund,mithral_hall,Mithral Hall,caravan track,track,wilderness track,False,True,156.909432,0.7,12.6,12.45313,0.084,2.113974,42.279471
LEG-000347,everlund,Everlund,nesme,Nesmé,The River Rauvin,river,river,False,False,145.225136,1.05,42.0,3.457741,0.147,0.523516,10.470317
LEG-000348,everlund,Everlund,silverymoon,Silverymoon,The River Rauvin,river,river,False,False,48.563464,1.05,42.0,1.156273,0.0525,0.160641,3.21282
LEG-000349,everlund,Everlund,sundabar,Sundabar,The North Ride,road,road,False,False,204.327469,1.1,26.4,7.739677,0.09,1.21482,24.296394
LEG-000350,fort_arran,Fort Arran,arrabar,Arrabar,The Vilhon Road,road,road,False,False,41.743959,0.85,20.4,2.046272,0.18,0.347703,6.954052
LEG-000351,fort_arran,Fort Arran,mimph,Mimph,The Vilhon Road,road,road,False,False,60.602414,0.85,20.4,2.970707,0.18,0.504782,10.095649
LEG-000352,fort_arran,Fort Arran,mussum,Mussum,The Vilhon Road,road,road,False,False,127.696827,0.85,20.4,6.259648,0.18,1.063639,21.272789
LEG-000353,fort_arran,Fort Arran,ormpetarr,Ormpetarr,The Vilhon Road,road,road,False,False,48.80502,0.85,20.4,2.392403,0.18,0.406517,8.130342
LEG-000354,fort_beluarian,Fort Beluarian,nimbral,Nimbral,local market trail,trail,trail,False,True,24.455879,0.65,12.35,1.980233,0.117,0.327807,6.556132
LEG-000355,furthinghome,Furthinghome,emmech,Emmech,local market trail,trail,trail,False,True,78.136867,0.65,12.35,6.326872,0.117,1.047347,20.946931
LEG-000356,furthinghome,Furthinghome,velprintalar,Velprintalar,local market trail,trail,trail,False,True,68.938596,0.65,12.35,5.582073,0.117,0.924053,18.481059
LEG-000357,gheldaneth,Gheldaneth,neldorild,Neldorild,Skuld to Gheldaneth trail,trail,trail,False,False,68.478907,0.7,13.3,5.14879,0.156,0.882087,17.641732
LEG-000358,gheldaneth,Gheldaneth,unthalass,Unthalass,Unthalass to Gheldaneth trail,trail,trail,False,False,221.643087,0.7,13.3,16.664894,0.156,2.855016,57.100325
LEG-000359,gildenglade,Gildenglade,nonthal,Nonthal,Alaghon through Turmish to Hlondeth,road,road,False,False,46.697745,0.85,20.4,2.289105,0.15,0.379076,7.581516
LEG-000360,gildenglade,Gildenglade,xorhun,Xorhun,Alaghon through Turmish to Hlondeth,road,road,False,False,148.387511,0.85,20.4,7.273898,0.165,1.220269,24.405381
LEG-000361,glarondar,Glarondar,emmech,Emmech,local market trail,trail,trail,False,True,99.076132,0.65,12.35,8.022359,0.117,1.328016,26.56033
LEG-000362,glarondar,Glarondar,laothkund,Laothkund,local market trail,trail,trail,False,True,112.837449,0.65,12.35,9.136636,0.117,1.512473,30.249463
LEG-000363,glister,Glister,delhalls,Delhalls,Ilinvur through Vaasa to Darmshall,trail,trail,False,False,103.025452,0.7,13.3,7.746275,0.312,1.506173,30.123465
LEG-000364,glister,Glister,hulburg,Hulburg,Melvaunt to Glister trail,trail,trail,False,False,66.457156,0.7,13.3,4.996779,0.312,0.971566,19.431313
LEG-000365,glister,Glister,ilinvur,Ilinvur,Ilinvur through Vaasa to Darmshall,trail,trail,False,False,168.115247,0.7,13.3,12.640244,0.351,2.530807,50.616138
LEG-000366,goldenfields,Goldenfields,amphail,Amphail,Long Road: Mirabar to Waterdeep,road,road,False,False,51.264303,0.85,20.4,2.512956,0.135,0.410718,8.214351
LEG-000367,goldenfields,Goldenfields,daggerford,Daggerford,caravan track,track,wilderness track,False,True,135.98533,0.7,12.6,10.792487,0.231,2.080517,41.610345
LEG-000368,goldenfields,Goldenfields,red_larch,Red Larch,Long Road: Mirabar to Waterdeep,road,road,False,False,52.719778,0.85,20.4,2.584303,0.18,0.439125,8.782495
LEG-000369,goldenfields,Goldenfields,secomber,Secomber,Red Larch and Goldenfields branch toward Secomber,trail,trail,False,False,198.928872,0.7,13.3,14.957058,0.2535,2.778553,55.571065
LEG-000370,goldenfields,Goldenfields,stone_bridge,Stone Bridge,Red Larch and Goldenfields branch toward Secomber,trail,trail,False,False,87.175444,0.7,13.3,6.554545,0.234,1.198687,23.973745
LEG-000371,goldenfields,Goldenfields,triboar,Triboar,caravan track,track,wilderness track,False,True,88.940992,0.85,15.3,5.813137,0.231,1.120625,22.412502
LEG-000372,goldenfields,Goldenfields,waterdeep,Waterdeep,caravan track,track,wilderness track,False,True,90.226825,0.7,12.6,7.160859,0.147,1.286235,25.724699
LEG-000373,goldenfields,Goldenfields,yartar,Yartar,caravan track,track,wilderness track,False,True,131.396233,0.85,15.3,8.587989,0.252,1.683789,33.675772
LEG-000374,good_mead,Good Mead,bryn_shander,Bryn Shander,caravan track,track,wilderness track,False,True,28.651352,0.7,12.6,2.273917,0.399,0.498177,9.963549
LEG-000375,good_mead,Good Mead,easthaven,Easthaven,The Ten Towns Track,trail,trail,False,False,17.426991,0.7,13.3,1.3103,0.4095,0.273706,5.474116
LEG-000376,good_mead,Good Mead,targos,Targos,caravan track,track,wilderness track,False,True,47.401688,0.7,12.6,3.762039,0.441,0.848944,16.978878
LEG-000377,good_mead,Good Mead,termalaine,Termalaine,caravan track,track,wilderness track,False,True,48.893762,0.7,12.6,3.880457,0.441,0.875666,17.513327
LEG-000378,gracklstugh,Gracklstugh,blingdenstone,Blingdenstone,Underdark passage,tunnel,Underdark tunnel,False,True,22.662965,0.85,10.2,2.221859,0.528,0.464436,9.288723
LEG-000379,gracklstugh,Gracklstugh,mantol_derith,Mantol-Derith,Underdark passage,tunnel,Underdark tunnel,False,True,35.088602,0.85,10.2,3.440059,0.759,0.827786,16.555711
LEG-000380,gracklstugh,Gracklstugh,menzoberranzan,Menzoberranzan,Underdark passage,tunnel,Underdark tunnel,False,True,8.0,0.85,10.2,0.784314,0.726,0.18519,3.703793
LEG-000381,gracklstugh,Gracklstugh,mirabar,Mirabar,Mirabar Underway,tunnel+trail,Underdark tunnel and trail,True,True,219.117799,0.4,6.472258,33.854923,0.55755,9.665246,193.304916
LEG-000382,grandfather_tree,Grandfather Tree,everlund,Everlund,Evermoor Way: Triboar to Everlund,road,road,False,False,106.18953,0.85,20.4,5.205369,0.09,0.817035,16.340695
LEG-000383,grandfather_tree,Grandfather Tree,yartar,Yartar,Evermoor Way: Triboar to Everlund,road,road,False,False,238.69558,0.85,20.4,11.700764,0.165,1.96292,39.258402
LEG-000384,greenest,Greenest,berdusk,Berdusk,Uldoon Trail from Nashkel toward Greenest and Berdusk,trail,trail,False,False,99.895237,0.7,13.3,7.51092,0.117,1.243353,24.867064
LEG-000385,greenest,Greenest,durlag_s_tower,Durlag's Tower,Uldoon Trail from Nashkel toward Greenest and Berdusk,trail,trail,False,False,189.383508,0.7,13.3,14.239362,0.234,2.604077,52.081547
LEG-000386,greenest,Greenest,scornubel,Scornubel,Elturel southeast to Berdusk approach trail,trail,trail,False,False,161.820282,0.7,13.3,12.166939,0.195,2.154753,43.095053
LEG-000387,griffon_s_nest,Griffon's Nest,nesme,Nesmé,local market trail,trail,trail,False,True,83.431709,0.65,12.35,6.755604,0.429,1.430687,28.613739
LEG-000388,halagard,Halagard,delselar,Delselar,Halruaa-Chult Coastal Run,sea,sea lane,False,False,770.705164,1.05,75.6,10.194513,0.1215,1.481736,29.634715
LEG-000389,halagard,Halagard,halarahh,Halarahh,Halruaa-Chult Coastal Run,sea,sea lane,False,False,97.166764,1.05,75.6,1.285275,0.054,0.175566,3.511329
LEG-000390,halagard,Halagard,urbreth,Urbreth,Sea of Swords coasting run,sea,sea lane,False,False,649.492856,0.95,68.4,9.49551,0.1485,1.413365,28.267296
LEG-000391,halarahh,Halarahh,halagard,Halagard,Halruaa-Chult Coastal Run,sea,sea lane,False,False,97.166764,1.05,75.6,1.285275,0.054,0.175566,3.511329
LEG-000392,halarahh,Halarahh,innarlith,Innarlith,The Halruaan Skyroad,air,skyship,False,False,798.796345,1.0,110.0,7.261785,0.1275,17.292343,345.846865
LEG-000393,halarahh,Halarahh,lantan,Lantan,The Lantanna Skybridge,air,skyship,False,False,1570.978479,0.9,99.0,15.868469,0.0765,36.078044,721.560888
LEG-000394,halarahh,Halarahh,mount_talath,Mount Talath,local market trail,trail,trail,False,True,155.476976,0.65,12.35,12.589229,0.078,2.01125,40.225003
LEG-000395,halarahh,Halarahh,winterkeep,Winterkeep,The Halruaan Concordance,teleport,teleportation circle,False,False,2711.581181,0.85,4250.0,0.638019,0.03,157.718322,3154.366437
LEG-000396,hardcastle,Hardcastle,delzimmer,Delzimmer,Torsh via Hardcastle to Delzimmer approach,trail,trail,False,False,440.587642,0.7,13.3,33.12689,0.2535,6.153939,123.078787
LEG-000397,hardcastle,Hardcastle,torsch,Torsch,Torsh via Hardcastle to Delzimmer approach,trail,trail,False,False,255.95441,0.7,13.3,19.244692,0.3315,3.797522,75.950449
LEG-000398,hardcastle,Hardcastle,unthalass,Unthalass,Hardcastle branch to Unthalass via Road of Dust,trail,trail,False,False,495.346142,0.7,13.3,37.244071,0.2535,6.918783,138.375652
LEG-000399,harrowdale,Harrowdale,harrowdale_town,Harrowdale Town,Harrowdale to Scardale trail,trail,trail,False,False,107.959825,0.7,13.3,8.11728,0.234,1.484478,29.689569
LEG-000400,harrowdale,Harrowdale,scardale,Scardale,Harrowdale to Scardale trail,trail,trail,False,False,90.384539,0.7,13.3,6.79583,0.234,1.242813,24.856265
LEG-000401,harrowdale_town,Harrowdale Town,ashabenford,Ashabenford,Moonsea Ride junction via Essembra to Scardale,road,road,False,False,212.113854,0.85,20.4,10.397738,0.195,1.789243,35.784855
LEG-000402,harrowdale_town,Harrowdale Town,elventree,Elventree,Harrowdale to Scardale trail,trail,trail,False,False,196.903241,0.7,13.3,14.804755,0.273,2.793044,55.860887
LEG-000403,harrowdale_town,Harrowdale Town,essembra,Essembra,caravan track,track,wilderness track,False,True,98.164403,0.85,15.3,6.415974,0.294,1.300136,26.002711
LEG-000404,harrowdale_town,Harrowdale Town,harrowdale,Harrowdale,Harrowdale to Scardale trail,trail,trail,False,False,107.959825,0.7,13.3,8.11728,0.234,1.484478,29.689569
LEG-000405,harrowdale_town,Harrowdale Town,hillsfar,Hillsfar,caravan track,track,wilderness track,False,True,139.977212,0.7,12.6,11.109303,0.294,2.251194,45.02387
LEG-000406,harrowdale_town,Harrowdale Town,mulmaster,Mulmaster,The River Lis,river+sea,river and sea lane,True,False,235.476453,1.0,45.257143,5.203078,0.291975,0.915427,18.308543
LEG-000407,harrowdale_town,Harrowdale Town,myth_drannor,Myth Drannor,The Dalelands Trail,trail,trail,False,False,145.659226,0.9,17.1,8.518083,0.195,1.508544,30.170881
LEG-000408,harrowdale_town,Harrowdale Town,ordulin,Ordulin,caravan track,track,wilderness track,False,True,141.201735,0.7,12.6,11.206487,0.21,2.123472,42.469448
LEG-000409,harrowdale_town,Harrowdale Town,selgaunt,Selgaunt,Sea of Fallen Stars coasting run,sea,sea lane,False,False,233.339452,0.95,68.4,3.411396,0.1485,0.507771,10.155424
LEG-000410,harrowdale_town,Harrowdale Town,tantras,Tantras,The Inner Sea Run,sea,sea lane,False,False,170.69461,1.2,86.4,1.975632,0.135,0.290608,5.812151
LEG-000411,harrowdale_town,Harrowdale Town,yhaunn,Yhaunn,Sea of Fallen Stars coasting run,sea,sea lane,False,False,144.886197,0.95,68.4,2.118219,0.162,0.318994,6.379873
LEG-000412,heliogabalus,Heliogabalus,ironspur,Ironspur,Ironspur to Heliogabalus,trail,trail,False,False,120.123956,0.7,13.3,9.031876,0.429,1.912751,38.255018
LEG-000413,heliogabalus,Heliogabalus,peltarch,Peltarch,Narfell Long Road from Impiltur junction to N'Jast,trail,trail,False,False,348.237539,0.7,13.3,26.183274,0.3705,5.318035,106.360699
LEG-000414,heliogabalus,Heliogabalus,praka,Praka,Trail's End to Ilmwatch road,road,road,False,False,30.439276,0.85,20.4,1.492121,0.33,0.285771,5.715422
LEG-000415,heliogabalus,Heliogabalus,trail_s_end,Trail's End,Valls to Praka trail,trail,trail,False,False,17.790166,0.7,13.3,1.337606,0.429,0.283275,5.665507
LEG-000416,hellgate_keep,Hellgate Keep,sundabar,Sundabar,local market trail,trail,trail,False,True,99.796443,0.65,12.35,8.080684,0.117,1.337672,26.75343
LEG-000417,highmoon,Highmoon,arabel,Arabel,Arabel via Highmoon road to Ordulin,road,road,False,False,212.794704,0.85,20.4,10.431113,0.15,1.727392,34.547846
LEG-000418,highmoon,Highmoon,archenbridge,Archenbridge,Arabel via Highmoon road to Ordulin,road,road,False,False,92.145448,0.85,20.4,4.516934,0.18,0.767517,15.350348
LEG-000419,highmoon,Highmoon,ashabenford,Ashabenford,caravan track,track,wilderness track,False,True,149.040162,0.85,15.3,9.741187,0.273,1.941923,38.838464
LEG-000420,highmoon,Highmoon,essembra,Essembra,The Way of the Manticore,road,road,False,False,170.896255,1.0,24.0,7.120677,0.21,1.240707,24.814136
LEG-000421,highmoon,Highmoon,saerloon,Saerloon,caravan track,track,wilderness track,False,True,161.616831,0.7,12.6,12.826733,0.252,2.51485,50.297005
LEG-000422,highmoon,Highmoon,tilverton,Tilverton,caravan track,track,wilderness track,False,True,176.685625,0.7,12.6,14.022669,0.273,2.795444,55.908885
LEG-000423,highmoon,Highmoon,wheloon,Wheloon,caravan track,track,wilderness track,False,True,108.420339,0.7,12.6,8.604789,0.294,1.743678,34.873557
LEG-000424,hill_s_edge,Hill's Edge,berdusk,Berdusk,The Chionthar Road,road,road,False,False,171.586596,1.15,27.6,6.216906,0.195,1.069805,21.396103
LEG-000425,hill_s_edge,Hill's Edge,corm_orp,Corm Orp,Scornubel through Asbravn toward Iriaebor,trail,trail,False,False,70.093104,0.7,13.3,5.270158,0.39,1.085642,21.712841
LEG-000426,hill_s_edge,Hill's Edge,hluthvar,Hluthvar,Hill's Edge to Corm Orp trail,trail,trail,False,False,96.279233,0.7,13.3,7.23904,0.39,1.491228,29.824556
LEG-000427,hill_s_edge,Hill's Edge,iriaebor,Iriaebor,caravan track,track,wilderness track,False,True,171.19337,0.85,15.3,11.189109,0.336,2.340959,46.819171
LEG-000428,hill_s_edge,Hill's Edge,scornubel,Scornubel,The Chionthar Road,road,road,False,False,102.867536,1.15,27.6,3.727085,0.255,0.673559,13.471175
LEG-000429,hill_s_edge,Hill's Edge,triel,Triel,caravan track,track,wilderness track,False,True,128.932385,0.85,15.3,8.426953,0.42,1.873918,37.478369
LEG-000430,hillsfar,Hillsfar,elmwood,Elmwood,The Moonsea Run,sea,sea lane,False,False,170.2235,1.05,75.6,2.251634,0.216,0.354843,7.096861
LEG-000431,hillsfar,Hillsfar,elventree,Elventree,Yulash to Hillsfar,road,road,False,False,47.90668,0.85,20.4,2.348367,0.24,0.419324,8.386487
LEG-000432,hillsfar,Hillsfar,essembra,Essembra,caravan track,track,wilderness track,False,True,143.164695,0.7,12.6,11.362277,0.336,2.377188,47.543768
LEG-000433,hillsfar,Hillsfar,harrowdale_town,Harrowdale Town,caravan track,track,wilderness track,False,True,139.977212,0.7,12.6,11.109303,0.294,2.251194,45.02387
LEG-000434,hillsfar,Hillsfar,melvaunt,Melvaunt,Moonsea coasting run,sea,sea lane,False,False,104.735715,0.95,68.4,1.531224,0.2295,0.24399,4.879802
LEG-000435,hillsfar,Hillsfar,myth_drannor,Myth Drannor,caravan track,track,wilderness track,False,True,100.126969,0.7,12.6,7.946585,0.252,1.558033,31.160657
LEG-000436,hillsfar,Hillsfar,phlan,Phlan,Moonsea coasting run,sea,sea lane,False,False,95.820301,0.95,68.4,1.400882,0.243,0.225672,4.513439
LEG-000437,hillsfar,Hillsfar,shadowdale,Shadowdale,The Moonsea Ride,road,road,False,False,215.737109,1.05,25.2,8.560996,0.225,1.51016,30.203195
LEG-000438,hillsfar,Hillsfar,thentia,Thentia,Moonsea coasting run,sea,sea lane,False,False,114.268325,0.95,68.4,1.67059,0.216,0.263274,5.265484
LEG-000439,hillsfar,Hillsfar,zhentil_keep,Zhentil Keep,The Moonsea Run,sea,sea lane,False,False,78.365809,1.05,75.6,1.036585,0.27,0.170614,3.412271
LEG-000440,hlammach,Hlammach,dilpur,Dilpur,Sarshel to Hlammach and Lyrabar,road,road,False,False,82.553532,0.85,20.4,4.046742,0.165,0.678881,13.577628
LEG-000441,hlammach,Hlammach,lyrabar,Lyrabar,Sarshel to Hlammach and Lyrabar,road,road,False,False,53.204515,0.85,20.4,2.608064,0.09,0.409362,8.187236
LEG-000442,hlath,Hlath,airspur,Airspur,caravan track,track,wilderness track,False,True,162.287553,0.7,12.6,12.879965,0.294,2.610001,52.200023
LEG-000443,hlath,Hlath,alaghon,Alaghôn,caravan track,track,wilderness track,False,True,186.007124,0.7,12.6,14.76247,0.252,2.894377,57.887543
LEG-000444,hlath,Hlath,arrabar,Arrabar,The Vilhon Road,road,road,False,False,395.942639,1.0,24.0,16.49761,0.195,2.838909,56.778174
LEG-000445,hlath,Hlath,reth,Reth,Airspur through Reth to Hlath trail,trail,trail,False,False,167.888536,0.7,13.3,12.623198,0.273,2.381475,47.629498
LEG-000446,hlath,Hlath,samra,Samra,The Vilhon Road,road,road,False,False,185.03544,0.85,20.4,9.070365,0.195,1.560828,31.216567
LEG-000447,hlath,Hlath,sapra,Sapra,local market trail,trail,trail,False,True,119.12548,0.65,12.35,9.645788,0.273,1.819761,36.395217
LEG-000448,hlaungadath,Hlaungadath,ascore,Ascore,Sundabar to Ascore,road,road,False,False,47.46051,0.85,20.4,2.326496,0.03,0.345066,6.901316
LEG-000449,hlondeth,Hlondeth,mimph,Mimph,Mimph to Nimpeth trail,trail,trail,False,False,79.891329,0.7,13.3,6.006867,0.234,1.098529,21.970572
LEG-000450,hlondeth,Hlondeth,nimpeth,Nimpeth,Mimph to Nimpeth trail,trail,trail,False,False,94.740895,0.7,13.3,7.123376,0.234,1.302714,26.054287
LEG-000451,hlondeth,Hlondeth,ormath,Ormath,The Shining Plains Road,road,road,False,False,289.478975,1.0,24.0,12.061624,0.24,2.153724,43.074471
LEG-000452,hlondeth,Hlondeth,xorhun,Xorhun,Alaghon through Turmish to Hlondeth,road,road,False,False,137.785996,0.85,20.4,6.754215,0.18,1.147676,22.953526
LEG-000453,hluthvar,Hluthvar,asbravn,Asbravn,Scornubel through Asbravn toward Iriaebor,trail,trail,False,False,93.156021,0.7,13.3,7.004212,0.312,1.361888,27.237756
LEG-000454,hluthvar,Hluthvar,corm_orp,Corm Orp,Hill's Edge to Corm Orp trail,trail,trail,False,False,39.973275,0.7,13.3,3.005509,0.39,0.619129,12.382579
LEG-000455,hluthvar,Hluthvar,darkhold,Darkhold,Sunset foothills via Farsea Marshes toward Tilverton,trail,trail,False,False,68.629973,0.7,13.3,5.160148,0.39,1.06298,21.259605
LEG-000456,hluthvar,Hluthvar,hill_s_edge,Hill's Edge,Hill's Edge to Corm Orp trail,trail,trail,False,False,96.279233,0.7,13.3,7.23904,0.39,1.491228,29.824556
LEG-000457,hulburg,Hulburg,glister,Glister,Melvaunt to Glister trail,trail,trail,False,False,66.457156,0.7,13.3,4.996779,0.312,0.971566,19.431313
LEG-000458,hulburg,Hulburg,thentia,Thentia,Melvaunt to Glister trail,trail,trail,False,False,162.686245,0.7,13.3,12.232048,0.312,2.37838,47.567599
LEG-000459,ilinvur,Ilinvur,glister,Glister,Ilinvur through Vaasa to Darmshall,trail,trail,False,False,168.115247,0.7,13.3,12.640244,0.351,2.530807,50.616138
LEG-000460,ilinvur,Ilinvur,teshwave,Teshwave,Citadel of the Raven to Ilinvur,trail,trail,False,False,297.757831,0.7,13.3,22.387807,0.429,4.74124,94.82481
LEG-000461,ilipur,Ilipur,elversult,Elversult,Proskur via Elversult and Teziir to Westgate,road,road,False,False,41.748054,0.85,20.4,2.046473,0.18,0.347737,6.954735
